id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23251860,Room available in Berlin NeukÃ¶lln,48188408,Leon,NeukÃ¶lln,Rixdorf,52.47850705,13.44802309,Private room,17,7,0,,,1,0
23252599,Two rooms to yourself in Berlin NeukÃ¶lln,7318498,Kaja,NeukÃ¶lln,Schillerpromenade,52.47424804,13.42688462,Private room,39,7,1,2/24/2018,0.12,1,0
23253254,Coasy Appartment,173067258,Amir,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.5022914,13.42008728,Private room,30,2,2,11/5/2018,0.32,1,164
23259358,Lovely apartment in Charlottenburg,35637358,Leonard,Charlottenburg-Wilm.,SchloÃŸ Charlottenburg,52.51960637,13.28762426,Private room,50,2,2,2/24/2018,0.22,1,0
23259976,"Luxus Loft ""Unique Room"" in SchÃ¶neberg",75368062,Daniela,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ¼d,52.49242866,13.34445198,Entire home/apt,249,2,22,10/14/2018,3.42,1,337
23259996,"Cozy, berlin-style room, in Mitte/Wedding",43156362,Joana,Mitte,Wedding Zentrum,52.54129374,13.35623714,Entire home/apt,25,4,5,6/11/2018,0.6,1,0
23261111,Altbau Home in the Heart of Kreuzberg,8179399,Isabel,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50049359,13.41838836,Private room,27,2,0,,,1,0
23261444,Cosy and quiet apartment in Prenzlauer Berg,45528609,Viola,Pankow,Prenzlauer Berg SÃ¼d,52.53810744,13.42661359,Entire home/apt,65,1,8,7/29/2018,0.99,1,0
23262836,"Flat in Rixdorf, the â™¡ of Neukolln",97161409,Melissa,NeukÃ¶lln,Rixdorf,52.4737397,13.44379538,Private room,30,5,2,7/3/2018,0.27,1,0
23263156,Classic NeukÃ¶lln - Private Rixdorf Room,53194897,Keivon,NeukÃ¶lln,Rixdorf,52.47337123,13.4423826,Private room,17,3,7,6/30/2018,0.79,1,0
23263276,"Berlin-Wedding: cosy room, central location!",173165213,Marietta,Mitte,Wedding Zentrum,52.54708613,13.37230604,Private room,30,3,49,10/28/2018,5.9,1,4
23264117,"Central Flat Close To Messe, Center And Airport!",108025548,Baharbin,Charlottenburg-Wilm.,Mierendorffplatz,52.52630594,13.30278436,Entire home/apt,69,2,21,11/5/2018,2.45,6,31
23264184,cozy room in the best area,22921453,Catalin,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49812899,13.42866393,Private room,18,2,0,,,5,0
23264590,SchÃ¶nes Zimmer direkt am Leopoldplatz,173175439,Laura,Mitte,Wedding Zentrum,52.5488294,13.36041417,Private room,28,4,10,5/4/2018,1.27,1,0
23264723,Cosy apartment in the heart of Berlin-F'hain,49467735,Pierre,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ¼d,52.51192643,13.44971567,Entire home/apt,58,5,5,10/15/2018,0.64,1,5
23265967,Classic Berlin Apartment in Kreuzberg,666728,Kris,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4955529,13.41962014,Entire home/apt,90,2,3,6/26/2018,0.61,1,0
23266096,Central City West,168748120,Hans-J.,Charlottenburg-Wilm.,Heerstrasse,52.5097371,13.25528463,Private room,25,3,17,10/1/2018,2.48,1,140
23268277,"Big, sunny room +balcony in the middle of Neukolln",94810344,Hanga,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46398357,13.4434611,Private room,30,1,5,10/6/2018,1.32,1,0
23270147,Lightfull Studio Appartment,173208768,Natalie,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ¼d,52.48720202,13.35482723,Private room,50,2,1,2/28/2018,0.12,1,0
23270705,"Lovely, cosy apartment very central city west",38777778,Ricardo,Charlottenburg-Wilm.,KantstraÃŸe,52.51012965,13.31543538,Private room,69,2,46,10/16/2018,5.56,1,0
23270866,Spacious room under the roof,34602781,Christian,Mitte,Brunnenstr. Nord,52.54155231,13.3708239,Private room,33,7,13,10/20/2018,2.04,3,100
23272363,NeukÃ¶lln: SchÃ¶nes 22m2 Zimmer // Beautiful flat,31337931,Lenard,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47093262,13.44162009,Private room,20,2,1,2/25/2018,0.12,1,0
23272831,Cozy and stylish flat in Berlin Neukolln,3463664,Martin,NeukÃ¶lln,Schillerpromenade,52.47737271,13.42022585,Entire home/apt,40,7,0,,,2,9
23272991,Cozy apartment near central station and airport,173233587,Stefan,Mitte,Wedding Zentrum,52.54175307,13.35889163,Private room,65,2,8,10/29/2018,1.09,1,190
23273163,Huge En-Suite Bedroom w/Private Bathroom in Mitte,3455390,Denis,Mitte,Alexanderplatz,52.52599764,13.41188333,Private room,64,3,40,11/2/2018,4.58,5,145
23274033,lovely furnished Room with balcony,105250745,Lara,Mitte,Moabit West,52.52998309,13.33675754,Private room,19,1,2,3/18/2018,0.25,1,4
23274121,Room in a student village near FU Berlin,35193596,Adelina,Steglitz - Zehlendorf,Zehlendorf  SÃ¼dwest,52.4293634,13.21811082,Private room,14,5,1,2/28/2018,0.12,1,0
23274490,Awesome Micro-Apt. Close to City Center and Messe!,108025548,Baharbin,Charlottenburg-Wilm.,Mierendorffplatz,52.52529684,13.30326936,Entire home/apt,75,2,7,7/1/2018,0.8,6,64
23274787,cozy room in shared apartment in Berlin Moabit,21403422,Antje,Mitte,Moabit West,52.52265405,13.33898129,Private room,25,5,1,3/18/2018,0.13,1,0
23279212,Charming Altbau NeukÃ¶lln,173309153,Anna,NeukÃ¶lln,Rixdorf,52.47987042,13.45137085,Private room,24,2,28,10/19/2018,3.24,1,145
23279344,GroÃŸes Zimmer in Altbauwohnung in Friedrichshain,24350809,Janik,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52074082,13.45397879,Private room,20,1,3,7/22/2018,0.36,1,0
23279451,"Berlin-Kreuzberg: Modern apartment, fab location!",58014003,Lara,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50255584,13.43176856,Private room,20,7,1,3/24/2018,0.13,1,0
23279527,Helles gemÃ¼tliches Zimmer im zentralen Berlin,102911074,Vivian,Mitte,Moabit West,52.5303661,13.32680823,Private room,30,3,2,3/3/2018,0.24,2,0
23280024,Big room in Mitte @ U6 Seestr,34996791,Max,Mitte,Wedding Zentrum,52.55018967,13.35497225,Private room,20,5,11,11/2/2018,1.29,2,0
23280519,GemÃ¼tliches+groÃŸes Zimmer in Berlin-Friedrichshain,5205298,Claudia,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.518488,13.45376347,Private room,40,3,2,4/2/2018,0.25,1,279
23280876,"Large, beautiful room in trendy NeukÃ¶lln",69828395,Fraser,NeukÃ¶lln,ReuterstraÃŸe,52.49049981,13.4337111,Private room,35,2,9,9/6/2018,1.02,1,252
23280919,Hell & ruhig in sehr zentraler Lage,9170702,Ludger,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.50573924,13.39880433,Private room,45,2,0,,,1,0
23285080,Cosy studio apartment in a central location,173179141,Sandra,Pankow,Prenzlauer Berg Nord,52.54639781,13.42439607,Entire home/apt,55,2,10,10/16/2018,1.24,1,51
23285548,Sonniges Zimmer Ã¼ber Berlin,92863073,Alina,Tempelhof - SchÃ¶neberg,Tempelhof,52.46960925,13.3866099,Private room,45,3,0,,,1,0
23285929,Sonniges & gemÃ¼tliches Apartment,32734504,Adrienne,Steglitz - Zehlendorf,SchloÃŸstr.,52.45974711,13.32394194,Entire home/apt,29,14,8,10/3/2018,0.93,1,79
23286150,"Cozy studio with balcony in ""Prenzlauer Berg""",173349157,Michael,Pankow,Helmholtzplatz,52.54772445,13.41417423,Entire home/apt,59,2,8,9/17/2018,2.93,1,0
23286713,Light and bright studio apartment in NeukÃ¶lln,2333291,Caroline,NeukÃ¶lln,Schillerpromenade,52.46669787,13.42225279,Entire home/apt,48,3,13,8/27/2018,1.71,1,0
23286734,GroÃŸzÃ¼giges Zimmer im charmanten Altbau,47248625,Neele&Pio,Tempelhof - SchÃ¶neberg,Friedenau,52.46813397,13.34076307,Private room,24,2,23,10/21/2018,2.65,1,73
23287763,Cozy room in the Heart of Kreuzberg (Bergmannkiez),96539490,Yvonne,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48916112,13.38651427,Private room,28,7,0,,,1,0
23287857,"Cosy, subserious and spacious city apartment",2808625,Taiga,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.49684787,13.41113075,Private room,69,3,28,10/26/2018,3.27,1,15
23290410,Holiday 33 Apartment near Alexanderplatz,172232819,Haitao,Pankow,Prenzlauer Berg SÃ¼d,52.53251093,13.43003954,Entire home/apt,200,1,37,11/2/2018,4.55,4,336
23296530,Bright Private Room in the City Center,44686542,Yev,Mitte,Brunnenstr. SÃ¼d,52.53109069,13.40247256,Private room,28,2,41,10/11/2018,4.73,2,12
23297615,Duncanâ€˜s Den,51787478,Duncan,Tempelhof - SchÃ¶neberg,Friedenau,52.47629194,13.34604635,Entire home/apt,40,2,14,10/8/2018,1.72,1,35
23297832,Hell und gemÃ¼tlich im Herzen NeukÃ¶llns,90934179,Julia,NeukÃ¶lln,ReuterstraÃŸe,52.48582446,13.42798402,Private room,20,3,3,5/29/2018,0.41,1,0
23298180,Berlin-Moabit gemÃ¼tliche Wohnung in zentraler Lage,838497,Thea,Mitte,Moabit West,52.52577696,13.32684354,Private room,35,1,10,10/14/2018,1.14,1,0
23298210,"bright, cosy but minimalist artist-room!",7737096,Paul,Pankow,Prenzlauer Berg Nordwest,52.5552696,13.41341741,Private room,20,1,4,3/7/2018,0.46,1,0
23298585,Large Sunny Room in Neukoelln,818418,Rehana & Sina,NeukÃ¶lln,Schillerpromenade,52.48527788,13.42358896,Private room,88,2,24,10/21/2018,3.16,1,65
23299893,Heart of City for U 2,173481532,Mountain,Mitte,Alexanderplatz,52.50747768,13.42051014,Entire home/apt,26,45,1,2/23/2018,0.12,1,306
23301156,"Spacious bright apartment, great for families!",135774667,Hamed,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43738701,13.25860336,Entire home/apt,29,14,1,9/30/2018,0.77,1,0
23302142,Ein Tipi in Berlin Friedrichsfelde,108814170,Arne,Lichtenberg,Friedrichsfelde SÃ¼d,52.4961508,13.51211538,Private room,19,2,8,11/4/2018,1.19,1,15
23302498,Charming Potsdamer Pl. Loft w/ industrial details,102979040,Team Suite030,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.50619198,13.37759237,Entire home/apt,505,3,8,10/27/2018,1.36,16,55
23302895,Cosy apartment in NeukÃ¶lln Schillerkiez,23848559,Mathias,NeukÃ¶lln,Schillerpromenade,52.47580537,13.42537723,Private room,30,2,6,9/16/2018,0.74,1,66
23303064,2 Zimmer in groÃŸrÃ¤umiger WG auf 3 Stockwerken!,104583568,Raphael,Tempelhof - SchÃ¶neberg,Tempelhof,52.46058204,13.37842089,Private room,25,7,0,,,1,0
23303401,Zimme zu vermieten,42513329,Fabian,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ¼d,52.4931901,13.34004244,Private room,19,5,0,,,1,0
23305060,"Central, shiny, classical Berlin apartment",166930981,Fatih,Charlottenburg-Wilm.,Westend,52.51004581,13.26947766,Entire home/apt,55,3,18,7/28/2018,2.22,1,0
23305568,Super 25m2 cozy room in prenzlauer,3280513,Caroline,Pankow,Prenzlauer Berg SÃ¼d,52.53431715,13.43476443,Private room,45,1,0,,,1,0
23307533,Typical big and nice private room,173544160,Katrine,Charlottenburg-Wilm.,DÃ¼sseldorfer StraÃŸe,52.49240054,13.31841636,Private room,49,2,2,5/20/2018,0.29,1,119
23308349,GroÃŸzÃ¼giges Dachstudio in traumhafter Lage,169377845,Brigitte,Spandau,Gatow / Kladow,52.45279945,13.15358663,Private room,48,2,7,9/16/2018,1.07,1,87
23308627,SPACIOUS AND BRIGHT ROOM IN BERLIN!,20980006,Carla,Charlottenburg-Wilm.,Mierendorffplatz,52.52527054,13.30808777,Private room,30,5,2,9/23/2018,0.24,1,0
23313268,WG Zimmer im Loft/zentru (Hidden by Airbnb) ah (Berlin Lichtenberg),173604722,Daniel,Lichtenberg,Fennpfuhl,52.52911981,13.47155441,Private room,18,3,8,10/27/2018,1.03,1,6
23314254,Stylisches Family-Apartment in Berlin,8912086,RenÃ©,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48575815,13.32628506,Entire home/apt,75,60,0,,,26,63
23314255,Viel Platz und eine Schaukel im Szenebezirk FHain!,173479693,Tommy,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51245888,13.46909714,Private room,36,6,21,9/18/2018,2.9,1,15
23315112,GemÃ¼tliches WG-Zimmer in Kreuzberg 36,110252698,Maria,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50170587,13.42994762,Private room,20,4,1,2/26/2018,0.12,1,0
23315139,Authentisch im Friedrichshainer Kiez Ã¼bernachten,95471677,Jenny,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.5080006,13.45505365,Entire home/apt,55,3,20,7/29/2018,2.37,1,8
23315192,Spacious apartment in the heart of Kreuzberg,90212836,Olivia,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50142403,13.42853385,Entire home/apt,60,4,2,5/14/2018,0.25,1,0
23315743,"Loft- Best location,90m2, 2bath, 2 Balcony, quiet.",98237,Damian,Pankow,Prenzlauer Berg Nordwest,52.54201478,13.41198651,Entire home/apt,120,62,5,8/13/2018,0.82,3,265
23317382,Cozy Room in Amazing Flat in Kreuzberg,169842559,Chiara,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49607098,13.43524673,Private room,20,4,0,,,1,0
23317385,Deluxe Apartment White Cocoon,7930304,Giovanny,Pankow,Prenzlauer Berg Nord,52.54452918,13.43841972,Entire home/apt,105,1,0,,,2,289
23317727,Suite im Sony Center am Potsdamer Platz,53393720,Nikolas,Mitte,Tiergarten SÃ¼d,52.50917808,13.37446891,Entire home/apt,268,2,5,10/25/2018,2.46,1,172
23318599,Charming room with balcony in vibrant location,39948667,Agnes,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50626421,13.46427686,Private room,35,1,0,,,1,0
23319274,"modernes, gemÃ¼tliches Zimmer in Friedrichshain",8537439,Charlotte,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51922023,13.46472152,Private room,38,5,5,8/7/2018,0.68,1,71
23319960,Spacious Room in Shared Apartment in NeukÃ¶lln,173661334,Felicitas,NeukÃ¶lln,Schillerpromenade,52.465447,13.42503905,Private room,18,3,4,3/11/2018,0.47,1,0
23321883,Sweet room in the middle of NeukÃ¶lln!,173675940,Cecilia,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47625928,13.4308016,Private room,14,19,0,,,1,0
23323061,SchÃ¶nes Zimmer im Szenekiez von Friedrichshain,21440234,Alexander,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50873483,13.45602006,Private room,29,2,23,10/22/2018,2.66,1,152
23324932,beautyful apartment in NeukÃ¶lln,8989699,Sophia,NeukÃ¶lln,Schillerpromenade,52.47666398,13.42260509,Private room,29,3,6,7/26/2018,1.07,1,88
23331304,Beautiful flat with lake view,54051901,Michael,Treptow - KÃ¶penick,Friedrichshagen,52.44788338,13.63263326,Entire home/apt,58,1,14,10/21/2018,1.91,1,0
23331858,Berlin-Charlottenburg: Modern flat close to Castle,125533681,Federico,Charlottenburg-Wilm.,SchloÃŸ Charlottenburg,52.51465623,13.29572746,Private room,50,1,7,6/2/2018,0.84,1,0
23331996,Eigenes Zimmer mit hochwertigem Bad in Friedenau!,43339852,Grit,Tempelhof - SchÃ¶neberg,Friedenau,52.47030043,13.34661226,Private room,40,2,9,7/29/2018,1.11,1,47
23332565,the heart of NeukÃ¶lln,33423679,Nimrod,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.48108539,13.43326935,Entire home/apt,45,20,0,,,2,0
23332813,SchÃ¶ne Altbauwohnung am Tempelhofer Feld NeukÃ¶lln,12577237,Anton,NeukÃ¶lln,Schillerpromenade,52.47292271,13.42067436,Entire home/apt,70,4,6,6/11/2018,0.69,1,0
23333240,Sunny Maisonette with Roof Terrace (danish design),3788200,Ulli,Lichtenberg,Karlshorst,52.48692636,13.52745654,Entire home/apt,60,2,0,,,2,0
23335356,Herrliche 110 qm Altbau im Herzen Berlins,33144197,Diana,Mitte,Moabit West,52.53101012,13.33548362,Entire home/apt,80,2,6,7/30/2018,0.7,1,273
23335490,Berlin Mitte: gemÃ¼tliche helle Einzimmerwohnung,173799763,Tahelah,Mitte,Brunnenstr. SÃ¼d,52.53295171,13.39962716,Entire home/apt,49,1,4,7/2/2018,0.53,1,0
23335881,Cozy room in old building in SchÃ¶neberg,39931962,Andrea,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49306954,13.34896749,Private room,30,2,19,9/17/2018,2.26,1,152
23336049,"Lovely and quiet, family-friendly apartment",21967738,Maria,Mitte,Osloer StraÃŸe,52.55595606,13.39197766,Entire home/apt,69,2,9,11/2/2018,1.12,1,3
23337787,Family home in the beautiful southwest of Berlin,23605968,BjÃ¶rn,Steglitz - Zehlendorf,Zehlendorf  Nord,52.44620797,13.24235697,Entire home/apt,125,3,3,7/19/2018,0.41,1,22
23338593,Cozy Nest in Berlin-Kreuzberg,13397010,Emre,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49688579,13.38570078,Entire home/apt,90,3,29,11/3/2018,3.39,1,69
23339442,Spacious and quiet apartment near Prenzlauer Berg,8723577,Michaela,Pankow,Blankenburg/Heinersdorf/MÃ¤rchenland,52.56351499,13.42747687,Entire home/apt,80,7,6,9/25/2018,0.77,1,0
23341396,private room (single bed) in creative environment,88512580,Akim,Pankow,Prenzlauer Berg Ost,52.53384655,13.44426308,Private room,18,3,19,10/13/2018,2.28,4,7
23342025,Wonderland in the Hipster Hood,142620384,"Make Love, Not War",Pankow,Helmholtzplatz,52.54339919,13.41579653,Entire home/apt,45,1,10,4/22/2018,1.18,1,0
23343187,Cozy room in Berlin,106322986,Karam,Treptow - KÃ¶penick,Baumschulenweg,52.46633139,13.49350682,Private room,25,2,38,9/23/2018,4.35,2,14
23345492,Simple yet clean & cosy studio apartment in Berlin,16556825,Shelley,Pankow,Pankow SÃ¼d,52.56110358,13.41636861,Entire home/apt,23,1,1,3/25/2018,0.13,1,0
23345993,Huge flat on legendary KurfÃ¼rstendamm 11.7.-18.7,46541025,Jochen,Charlottenburg-Wilm.,Halensee,52.49906964,13.29379662,Entire home/apt,150,7,1,7/5/2018,0.24,1,0
23346110,Space in quite area close to NeukÃ¶lln/Kreuzberg,42344555,Sebastian,Treptow - KÃ¶penick,Alt  Treptow,52.48870442,13.44571789,Private room,14,7,1,3/12/2018,0.12,1,0
23346210,Relaxed in Berlin: Gardenflat in the cities heart,22845800,Jana,Tempelhof - SchÃ¶neberg,Tempelhof,52.47800743,13.37912842,Entire home/apt,55,3,4,9/2/2018,0.63,1,33
23346262,sonniges Zimmer im Prenzlauer Berg,173931235,Mira,Pankow,Prenzlauer Berg Ost,52.53648146,13.43873403,Private room,16,2,5,3/20/2018,0.61,1,0
23347137,Private Studio Apartment in Literature Cafe,173941110,Fringe,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49042677,13.36329947,Entire home/apt,45,1,23,10/22/2018,4.37,2,131
23348346,Lichtdurchfluteter Altbau im Herzen Berlins,8665778,Max,Pankow,Prenzlauer Berg Nordwest,52.54115371,13.41238969,Entire home/apt,40,3,0,,,1,0
23348678,Komplette Unterkunft fÃ¼r 3 Personen,60709250,Gabriele,Marzahn - Hellersdorf,Mahlsdorf,52.50973079,13.62226613,Entire home/apt,64,2,7,9/21/2018,0.95,2,310
23348793,Spacious room in Berlin-Prenzlauerberg,119516424,Blanca,Pankow,Pankow SÃ¼d,52.55443065,13.4182327,Private room,19,6,14,10/7/2018,2.1,1,21
23349053,sunny cosy studio in prenzlauerberg,89057986,Birgit,Pankow,Prenzlauer Berg SÃ¼dwest,52.54070846,13.41119732,Entire home/apt,75,2,3,5/28/2018,0.36,7,0
23349990,Prenzl.Berg: cozy room suitable for couples,16076599,Nora,Pankow,Prenzlauer Berg Nord,52.54579885,13.43976965,Private room,40,2,0,,,1,0
23350957,In the Sky over Berlin,26516196,Ralf,Pankow,Helmholtzplatz,52.5447945,13.41940491,Entire home/apt,150,5,1,4/8/2018,0.14,1,0
23351407,Comfortable Couch in a Duplex Loft,44686542,Yev,Mitte,Regierungsviertel,52.51475564,13.38711577,Private room,24,1,8,11/7/2018,0.96,2,31
23351551,Modern room next to Checkpoint Charlie,69177414,Sophia,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.5060231,13.39695494,Private room,18,20,1,2/19/2018,0.11,1,0
23351846,Really nice and sunny apartment in Friedrichshain,6053423,Nadine,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50575987,13.4692959,Entire home/apt,100,4,0,,,1,0
23352047,Cozy and Bright Apartment near KurfÃ¼rstendamm,47989649,Lea,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49575014,13.33772747,Entire home/apt,60,2,5,7/1/2018,0.6,1,0
23352280,Nice and cosy in Friedrichshain,30105465,Selma,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51244458,13.47010634,Private room,37,2,1,3/11/2018,0.12,1,0
23354560,Berlin-Mitte: 2 room flat with balcony,141882829,Johanna,Mitte,Parkviertel,52.54855226,13.3455594,Entire home/apt,40,2,14,5/26/2018,1.87,1,0
23354697,Charming Holiday in BERLIN CITY,121431087,Jennifer,Pankow,Prenzlauer Berg Nordwest,52.55367285,13.40398761,Entire home/apt,86,4,25,11/3/2018,3.11,4,140
23354962,Berlin-NeukÃ¶lln: Happy Place with balcony,152957218,Ricarda,NeukÃ¶lln,Schillerpromenade,52.47140933,13.42821829,Private room,45,1,3,3/16/2018,0.35,1,0
23355674,Newly renovated x Hipster-charme in great location,12503130,Florian,NeukÃ¶lln,Rixdorf,52.47236631,13.44986131,Private room,42,2,15,10/14/2018,1.76,1,9
23355675,Charmante Altbauwohnung mit Balkon am Ostkreuz,21441662,Sophie,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50584884,13.46632008,Entire home/apt,107,3,1,2/26/2018,0.12,2,0
23359869,Bright comfy room with sunny balcony,27707815,Thorsten,Reinickendorf,Ost 2,52.56184366,13.36092691,Private room,40,1,12,11/2/2018,2.5,1,17
23363465,150sq Family Apartment centrally located (2bathr.),94349814,Afra,Pankow,Prenzlauer Berg Nordwest,52.54887691,13.40207967,Entire home/apt,188,3,5,7/16/2018,0.68,1,80
23363958,Fancy WG in NeukÃ¶lln,65231755,Pia,NeukÃ¶lln,Rixdorf,52.47172991,13.44785867,Private room,18,1,6,3/24/2018,0.71,1,0
23364201,"nostalgisch, gemÃ¼tlicher Raum im bunten NeukÃ¶lln",2105363,Judy,NeukÃ¶lln,Rixdorf,52.47440449,13.4417621,Private room,27,3,11,10/5/2018,1.64,1,159
23364250,Zimmer im Angesagten NeukÃ¶lln,87202983,Maria,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46604052,13.44300146,Private room,20,3,6,4/15/2018,0.72,1,0
23364407,ruhige Lage im Friedrichshain mit Spreeblick,174130667,Sandra,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.49046768,13.47994365,Entire home/apt,42,4,2,5/22/2018,0.28,1,0
23364842,Weaving Woods Hotel-Apartment in Prenzlauer Berg,174136994,Denes,Pankow,Prenzlauer Berg SÃ¼d,52.53604124,13.42494566,Private room,199,1,6,9/28/2018,0.74,3,338
23366304,Berlin calling,174047870,Edouard,Mitte,Osloer StraÃŸe,52.56097766,13.37768704,Private room,35,3,3,7/20/2018,0.35,1,0
23367509,Modern apartment with high quality equipment,174157905,Adrian,Mitte,Moabit Ost,52.53072548,13.36969173,Entire home/apt,75,2,4,3/26/2018,0.49,1,0
23367569,Cosy room in typical Friedrichshain,25931144,Angeline & Emilien,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52436192,13.45237284,Private room,40,1,10,9/30/2018,2.19,1,0
23371047,2 Zimmer 80qm2 NÃ¤he Kuâ€™damm sehr zentral !,152640018,Jones,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49309961,13.33083517,Entire home/apt,95,14,3,8/1/2018,0.73,1,168
23373447,Large and cozy room in NeukÃ¶lln,1844767,Chrissi,NeukÃ¶lln,Rixdorf,52.48189328,13.44062575,Private room,20,4,4,8/13/2018,0.47,1,0
23373482,Modern 66m2 flat in the heart of Friedrichshain,174214846,Lina,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50603268,13.47024504,Entire home/apt,55,7,0,,,1,0
23373865,"LÃ¤ngerfristig, ruhiges Zimmer in 130qm Wohnung",37428978,Simone,Reinickendorf,Nord 1,52.62327673,13.32345389,Private room,60,90,1,3/13/2018,0.13,1,88
23375112,"Friedrichshain, Room for 2 or more",174231951,Chris,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51658773,13.46774798,Private room,27,1,17,8/13/2018,1.97,1,0
23375235,Private Design Studio in 1890's Billiard room,173941110,Fringe,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49220054,13.36533345,Private room,45,1,38,10/20/2018,4.75,2,173
23375437,Central Office - fully furnished with 10 desks,159069280,Josephine,Mitte,Brunnenstr. SÃ¼d,52.53589049,13.39580594,Entire home/apt,145,13,0,,,2,364
23376070,Ebony & Ivory,143946885,Nyake,Reinickendorf,Ost 1,52.56036786,13.3660654,Private room,25,1,11,7/9/2018,1.27,1,0
23377258,Cozy warm apartment in central area!,174254113,Anna,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48809306,13.32410115,Entire home/apt,40,2,9,4/21/2018,1.09,1,0
23377793,2 bed private room with balcony in west Berlin.,51978594,Edgar Ubaldo,Charlottenburg-Wilm.,Wiesbadener StraÃŸe,52.46941973,13.30607707,Private room,25,4,7,7/16/2018,0.83,1,0
23381407,Cosy 2rooms Apartment in Spandau area (2),52747435,Asel,Spandau,Wilhelmstadt,52.53487299,13.18426431,Entire home/apt,36,30,2,7/8/2018,0.37,17,319
23381511,Im kleinen Atelier STUDIO BERLIN wohnen & arbeiten,174304853,Guste,Pankow,Prenzlauer Berg SÃ¼dwest,52.53012926,13.41410999,Entire home/apt,80,2,10,6/5/2018,1.3,1,100
23382388,Beautiful Apartment in Kreuzberg,4333608,Lina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49260464,13.37860464,Entire home/apt,54,2,7,9/30/2018,0.94,1,0
23382965,Charming 1-room-apartment in NeukÃ¶lln,174320959,Eliana,NeukÃ¶lln,Rixdorf,52.47997814,13.44892622,Entire home/apt,30,3,3,4/19/2018,0.37,1,0
23383261,Carmer 16,174323182,Natalie,Charlottenburg-Wilm.,KantstraÃŸe,52.50673823,13.32449636,Private room,100,3,0,,,1,0
23384132,Mittte Schnitte,2254974,Cathryn,NeukÃ¶lln,Rixdorf,52.47835685,13.44276298,Shared room,22,1,0,,,1,0
23384433,Lovely bright room in Xberg,83729563,Marc,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49231067,13.38390682,Private room,10,1,1,3/15/2018,0.13,1,0
